Date;Gare de départ;Gare d'arrivée;Durée moyenne du trajet;Nombre de circulations prévues;Nombre de trains annulés;Nombre trains en retard > 15min;Nombre trains en retard > 30min;Nombre trains en retard > 60min;Prct retard pour cause infrastructure;Prct retard pour cause matériel roulant
2023-05;PERPIGNAN;PARIS LYON;313;240;1;34;18;13;47.06;8.82
2023-05;ST MALO;PARIS MONTPARNASSE;159;97;0;10;5;1;33.33;26.67
2023-05;ST PIERRE DES CORPS;PARIS MONTPARNASSE;65;468;0;28;11;3;30.51;22.03
2023-05;ANGOULEME;PARIS MONTPARNASSE;126;282;0;31;10;3;51.16;18.6
2023-05;ARRAS;PARIS NORD;50;509;2;32;18;2;20.0;20.0
2023-05;BELLEGARDE (AIN);PARIS LYON;167;245;7;13;8;5;33.33;14.29
2023-05;BESANCON FRANCHE COMTE TGV;PARIS LYON;136;177;14;8;6;3;25.0;16.67
2023-05;BORDEAUX ST JEAN;TOURCOING;328;28;0;1;0;0;0.0;0.0
2023-05;LA ROCHELLE VILLE;PARIS MONTPARNASSE;172;190;0;21;8;3;40.0;20.0
2023-05;LAVAL;PARIS MONTPARNASSE;86;283;0;21;10;3;23.81;16.67
2023-05;LE MANS;PARIS MONTPARNASSE;68;508;0;58;24;9;33.01;11.65
2023-05;LYON PART DIEU;RENNES;238;93;0;7;5;1;14.29;0.0
2023-05;MARNE LA VALLEE;MARSEILLE ST CHARLES;214;282;2;47;22;11;12.77;31.91
2023-05;MULHOUSE VILLE;PARIS LYON;173;329;26;20;9;4;17.86;17.86
2023-05;NANCY;PARIS EST;95;266;0;24;19;10;3.23;16.13
2023-05;PARIS LYON;TOULON;244;319;0;21;13;4;5.0;25.0
2023-05;PARIS MONTPARNASSE;BORDEAUX ST JEAN;142;918;1;68;24;12;14.77;26.14
2023-05;PARIS MONTPARNASSE;LA ROCHELLE VILLE;178;196;0;7;3;1;27.27;27.27
2023-05;PARIS MONTPARNASSE;LAVAL;87;314;1;33;15;4;12.0;26.0
2023-05;PARIS MONTPARNASSE;NANTES;136;571;0;56;26;6;40.0;20.0
2023-05;PARIS MONTPARNASSE;ST MALO;163;95;0;10;4;1;33.33;16.67
2023-05;PARIS MONTPARNASSE;VANNES;163;238;0;37;16;9;22.64;33.96
2023-05;RENNES;PARIS MONTPARNASSE;106;772;0;70;30;5;31.58;12.28
2023-05;STRASBOURG;PARIS EST;116;503;4;74;37;14;4.35;12.17
2023-05;TOURCOING;BORDEAUX ST JEAN;305;27;0;0;0;0;0.0;0.0
2023-05;VALENCE ALIXAN TGV;PARIS LYON;135;455;5;54;28;18;33.33;16.09
2023-06;ARRAS;PARIS NORD;50;497;4;50;22;19;22.81;9.65
2023-06;BELLEGARDE (AIN);PARIS LYON;161;237;2;33;11;6;18.75;8.33
2023-06;BORDEAUX ST JEAN;TOURCOING;322;29;0;4;1;1;25.0;25.0
2023-06;BREST;PARIS MONTPARNASSE;228;280;0;26;12;8;34.62;30.77
2023-06;LA ROCHELLE VILLE;PARIS MONTPARNASSE;172;215;2;25;14;8;41.18;23.53
2023-06;LILLE;PARIS NORD;68;660;6;63;31;23;17.41;8.68
2023-06;LYON PART DIEU;MARSEILLE ST CHARLES;108;458;2;79;38;11;20.2;11.11
2023-06;PARIS EST;METZ;85;264;0;29;15;2;14.0;44.0
2023-06;PARIS EST;NANCY;96;299;0;30;9;5;10.53;39.47
2023-06;PARIS EST;REIMS;45;242;0;17;6;1;14.29;25.0
2023-06;PARIS EST;STRASBOURG;111;541;1;48;13;1;11.76;38.24
2023-06;PARIS LYON;CHAMBERY CHALLES LES EAUX;176;265;25;58;30;15;7.79;22.08
2023-06;PARIS LYON;LYON PART DIEU;121;710;10;48;29;14;11.43;10.0
2023-06;PARIS MONTPARNASSE;BORDEAUX ST JEAN;142;1035;1;98;64;22;13.82;49.59
2023-06;PARIS MONTPARNASSE;LA ROCHELLE VILLE;178;224;3;19;13;8;13.64;31.82
2023-06;PARIS MONTPARNASSE;RENNES;100;764;1;73;44;20;12.77;44.68
2023-06;PARIS MONTPARNASSE;ST PIERRE DES CORPS;66;513;2;49;17;13;8.33;29.76
2023-06;RENNES;PARIS MONTPARNASSE;101;798;1;78;36;20;37.07;16.38
2023-06;ST PIERRE DES CORPS;PARIS MONTPARNASSE;65;530;3;45;25;15;25.26;18.95
2023-06;TOULON;PARIS LYON;240;304;0;77;35;14;25.97;11.69
2023-06;AVIGNON TGV;PARIS LYON;163;471;0;79;39;14;20.37;17.59
2023-06;DIJON VILLE;PARIS LYON;98;366;1;21;11;9;23.33;20.0
2023-06;LILLE;LYON PART DIEU;181;371;2;41;26;4;15.86;34.94
2023-06;LYON PART DIEU;MARNE LA VALLEE;107;352;0;79;35;8;14.91;17.54
2023-06;LYON PART DIEU;RENNES;237;90;1;7;4;3;42.86;14.29
2023-06;MARNE LA VALLEE;MARSEILLE ST CHARLES;213;271;1;48;20;5;22.92;18.75
2023-06;MARSEILLE ST CHARLES;LYON PART DIEU;106;443;3;72;29;6;22.55;12.75
2023-06;MARSEILLE ST CHARLES;MARNE LA VALLEE;210;283;0;60;29;5;15.0;13.33
2023-06;MARSEILLE ST CHARLES;TOURCOING;288;30;0;6;5;1;16.67;16.67
2023-06;MULHOUSE VILLE;PARIS LYON;169;310;2;22;8;4;14.81;33.33
2023-06;PARIS LYON;ANNECY;233;150;1;34;19;13;20.59;26.47
2023-06;PARIS LYON;BESANCON FRANCHE COMTE TGV;131;160;1;9;3;2;0.0;38.46
2023-06;PARIS LYON;DIJON VILLE;98;370;1;24;10;5;5.88;29.41
2023-06;PARIS LYON;NICE VILLE;346;254;2;56;21;9;25.0;17.86
2023-06;PARIS LYON;NIMES;183;198;3;47;23;6;10.64;51.06
2023-06;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;173;112;3;11;5;3;20.0;10.0
2023-06;PARIS MONTPARNASSE;ANGERS SAINT LAUD;92;527;0;35;20;12;18.57;27.14
2023-06;PARIS MONTPARNASSE;BREST;230;277;1;27;15;7;25.93;44.44
2023-06;PARIS MONTPARNASSE;QUIMPER;229;255;1;40;26;11;22.5;25.0
2023-06;PARIS MONTPARNASSE;ST MALO;157;95;3;5;4;2;12.5;62.5
2023-06;PARIS MONTPARNASSE;TOURS;77;191;2;17;7;5;6.06;27.27
2023-06;PARIS MONTPARNASSE;VANNES;159;265;1;38;25;10;15.22;39.13
2023-06;PARIS NORD;DOUAI;70;136;0;14;10;5;21.43;28.57
2023-06;PARIS NORD;DUNKERQUE;128;193;4;21;10;7;18.52;29.63
2023-06;ANNECY;PARIS LYON;230;150;0;39;23;8;20.51;2.56
2023-06;LAVAL;PARIS MONTPARNASSE;82;288;0;30;14;7;33.9;20.34
2023-06;LE MANS;PARIS MONTPARNASSE;59;460;0;45;21;8;24.42;9.3
2023-06;LYON PART DIEU;MONTPELLIER;117;206;1;26;7;2;23.68;39.47
2023-06;METZ;PARIS EST;87;287;1;34;17;4;7.94;22.22
2023-06;NANTES;PARIS MONTPARNASSE;133;622;2;62;30;12;19.23;14.1
2023-06;NANTES;STRASBOURG;312;56;0;3;1;1;0.0;33.33
2023-06;NICE VILLE;PARIS LYON;347;252;0;70;33;13;28.57;10.0
2023-06;PARIS LYON;AVIGNON TGV;162;461;1;73;25;15;14.29;29.67
2023-06;PARIS LYON;GRENOBLE;184;215;7;73;46;16;5.26;21.05
2023-06;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;78;201;2;12;7;3;14.29;28.57
2023-06;PARIS LYON;MARSEILLE ST CHARLES;196;591;0;97;39;20;21.65;25.77
2023-06;PARIS LYON;MULHOUSE VILLE;172;310;0;25;7;3;11.43;31.43
2023-06;PARIS LYON;TOULON;238;310;0;47;25;9;19.15;23.4
2023-06;PARIS MONTPARNASSE;ANGOULEME;126;297;1;29;18;8;16.67;36.11
2023-06;RENNES;LYON PART DIEU;239;90;1;6;6;3;33.33;16.67
2023-06;TOURCOING;BORDEAUX ST JEAN;305;30;0;2;2;2;0.0;100.0
2023-06;AIX EN PROVENCE TGV;PARIS LYON;185;459;0;75;34;15;22.67;18.67
2023-06;CHAMBERY CHALLES LES EAUX;PARIS LYON;178;241;3;72;47;18;20.24;3.57
2023-06;DOUAI;PARIS NORD;74;185;0;18;8;7;24.39;9.76
2023-06;GRENOBLE;PARIS LYON;183;185;3;61;46;19;6.15;3.08
2023-06;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;78;210;2;21;11;5;8.33;19.44
2023-06;LYON PART DIEU;PARIS LYON;119;709;9;77;41;15;11.34;24.74
2023-06;MARNE LA VALLEE;LYON PART DIEU;106;400;2;42;26;4;15.38;33.85
2023-06;MONTPELLIER;LYON PART DIEU;116;209;2;59;19;4;26.92;5.13
2023-06;MONTPELLIER;PARIS LYON;211;261;1;64;36;11;21.88;7.81
2023-06;NANCY;PARIS EST;95;272;0;19;10;4;21.43;25.0
2023-06;NIMES;PARIS LYON;181;257;1;63;35;10;20.63;7.94
2023-06;PARIS LYON;AIX EN PROVENCE TGV;184;477;0;92;37;21;20.83;35.42
2023-06;PARIS LYON;BELLEGARDE (AIN);164;236;2;36;19;9;16.0;30.0
2023-06;PARIS MONTPARNASSE;NANTES;131;602;1;49;23;11;24.62;20.0
2023-06;PARIS MONTPARNASSE;TOULOUSE MATABIAU;271;215;0;28;24;13;17.86;39.29
2023-06;PARIS NORD;LILLE;66;642;9;45;32;18;21.29;18.99
2023-06;QUIMPER;PARIS MONTPARNASSE;234;262;0;32;17;7;37.5;21.88
2023-06;REIMS;PARIS EST;46;242;0;12;6;1;19.23;19.23
2023-06;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;112;2;9;4;2;14.29;21.43
2023-06;ST MALO;PARIS MONTPARNASSE;153;94;0;7;2;1;75.0;0.0
2023-06;ANGERS SAINT LAUD;PARIS MONTPARNASSE;95;543;1;51;24;9;19.28;12.05
2023-06;ANGOULEME;PARIS MONTPARNASSE;126;312;0;43;19;7;33.33;14.81
2023-06;BESANCON FRANCHE COMTE TGV;PARIS LYON;131;167;1;9;5;4;7.69;38.46
2023-06;BORDEAUX ST JEAN;PARIS MONTPARNASSE;141;1052;0;136;78;36;31.82;17.61
2023-06;DUNKERQUE;PARIS NORD;131;168;2;14;7;6;28.0;8.0
2023-06;LILLE;MARSEILLE ST CHARLES;297;240;1;44;19;5;22.73;18.18
2023-06;LYON PART DIEU;LILLE;186;329;3;89;32;5;14.56;21.36
2023-06;MACON LOCHE;PARIS LYON;93;243;1;74;47;19;18.89;5.56
2023-06;MARSEILLE ST CHARLES;LILLE;284;201;0;49;20;2;12.24;20.41
2023-06;MARSEILLE ST CHARLES;PARIS LYON;195;557;0;110;50;17;21.82;16.36
2023-06;PARIS LYON;MACON LOCHE;93;267;2;34;20;7;8.7;45.65
2023-06;PARIS LYON;MONTPELLIER;216;216;2;47;27;8;4.35;47.83
2023-06;PARIS LYON;PERPIGNAN;307;224;2;39;26;12;12.82;46.15
2023-06;PARIS LYON;VALENCE ALIXAN TGV;132;417;1;81;48;17;12.75;49.02
2023-06;PARIS MONTPARNASSE;LAVAL;80;308;2;32;20;9;9.26;44.44
2023-06;PARIS MONTPARNASSE;LE MANS;58;454;0;38;24;12;14.52;48.39
2023-06;PARIS MONTPARNASSE;POITIERS;96;585;3;49;26;12;14.47;43.42
2023-06;PARIS NORD;ARRAS;48;509;8;37;21;16;16.95;25.42
2023-06;PERPIGNAN;PARIS LYON;310;221;0;56;35;16;14.29;5.36
2023-06;POITIERS;PARIS MONTPARNASSE;99;480;2;50;20;12;42.57;15.84
2023-06;STRASBOURG;NANTES;334;56;0;11;5;3;18.18;27.27
2023-06;STRASBOURG;PARIS EST;114;492;2;80;31;10;5.71;18.1
2023-06;TOULOUSE MATABIAU;PARIS MONTPARNASSE;273;215;0;36;24;10;33.33;19.44
2023-06;TOURS;PARIS MONTPARNASSE;78;192;1;13;7;5;21.43;21.43
2023-06;VALENCE ALIXAN TGV;PARIS LYON;133;440;2;96;62;22;19.83;7.76
2023-06;VANNES;PARIS MONTPARNASSE;167;284;0;34;17;7;39.53;18.6
2023-07;AIX EN PROVENCE TGV;PARIS LYON;185;468;0;69;30;10;11.59;15.94
2023-07;BELLEGARDE (AIN);PARIS LYON;162;248;4;18;9;4;20.0;20.0
2023-07;LE MANS;PARIS MONTPARNASSE;69;470;1;54;42;17;23.66;11.83
2023-07;LYON PART DIEU;LILLE;186;360;1;111;41;11;14.06;28.91
2023-07;LYON PART DIEU;MARSEILLE ST CHARLES;108;543;0;109;54;14;16.3;25.19
2023-07;LYON PART DIEU;RENNES;237;93;0;14;11;3;28.57;21.43
2023-07;MARNE LA VALLEE;LYON PART DIEU;106;414;0;66;42;8;24.1;32.53
2023-07;MARSEILLE ST CHARLES;MARNE LA VALLEE;210;302;0;77;28;11;12.99;15.58
2023-07;NANTES;PARIS MONTPARNASSE;136;612;2;92;64;29;30.1;12.62
2023-07;PARIS EST;STRASBOURG;114;586;1;54;28;16;14.93;32.84
2023-07;PARIS LYON;AVIGNON TGV;160;562;0;82;41;20;21.36;36.89
2023-07;PARIS LYON;BESANCON FRANCHE COMTE TGV;130;157;2;15;6;2;15.79;52.63
2023-07;PARIS LYON;DIJON VILLE;96;412;3;31;13;4;20.51;46.15
2023-07;PARIS MONTPARNASSE;BORDEAUX ST JEAN;143;961;0;119;65;38;23.81;27.21
2023-07;PARIS MONTPARNASSE;NANTES;136;569;2;80;57;35;27.0;23.0
2023-07;PERPIGNAN;PARIS LYON;309;310;0;53;21;6;13.21;16.98
2023-07;QUIMPER;PARIS MONTPARNASSE;240;283;0;32;21;12;34.38;9.38
2023-07;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;119;0;5;2;2;16.67;41.67
2023-07;ST MALO;PARIS MONTPARNASSE;159;120;0;8;5;3;37.5;25.0
2023-07;STRASBOURG;NANTES;335;62;0;9;5;2;22.22;11.11
2023-07;ANGOULEME;PARIS MONTPARNASSE;126;299;0;36;22;10;19.61;17.65
2023-07;ARRAS;PARIS NORD;50;472;0;40;17;10;26.58;30.38
2023-07;BORDEAUX ST JEAN;PARIS MONTPARNASSE;141;1006;0;124;78;34;29.88;21.34
2023-07;BORDEAUX ST JEAN;TOURCOING;337;29;0;4;2;0;25.0;0.0
2023-07;CHAMBERY CHALLES LES EAUX;PARIS LYON;174;233;0;48;29;9;23.33;16.67
2023-07;LAVAL;PARIS MONTPARNASSE;87;307;0;21;15;11;26.67;26.67
2023-07;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;78;215;0;8;3;0;8.33;16.67
2023-07;LILLE;MARSEILLE ST CHARLES;296;250;0;53;29;6;18.87;28.3
2023-07;LILLE;PARIS NORD;69;638;1;47;20;10;22.62;22.74
2023-07;LYON PART DIEU;MARNE LA VALLEE;107;373;0;92;24;9;14.71;18.38
2023-07;LYON PART DIEU;PARIS LYON;119;624;0;32;14;5;15.79;29.82
2023-07;MARSEILLE ST CHARLES;LYON PART DIEU;106;534;1;75;44;14;12.4;14.88
2023-07;METZ;PARIS EST;87;298;0;17;9;6;12.5;18.06
2023-07;MONTPELLIER;LYON PART DIEU;116;221;0;44;17;5;12.5;14.06
2023-07;MONTPELLIER;PARIS LYON;210;252;0;56;26;11;21.43;17.86
2023-07;NIMES;PARIS LYON;181;251;0;55;25;11;19.3;17.54
2023-07;PARIS LYON;AIX EN PROVENCE TGV;183;487;0;74;32;10;17.33;36.0
2023-07;PARIS LYON;LYON PART DIEU;119;617;0;35;16;5;26.42;28.3
2023-07;PARIS LYON;MULHOUSE VILLE;170;322;3;33;15;6;19.51;24.39
2023-07;PARIS LYON;PERPIGNAN;307;322;0;60;37;14;20.0;31.67
2023-07;PARIS LYON;VALENCE ALIXAN TGV;131;501;1;72;40;12;18.09;40.43
2023-07;PARIS MONTPARNASSE;BREST;240;280;1;27;15;10;22.22;37.04
2023-07;PARIS MONTPARNASSE;POITIERS;95;577;0;54;38;21;22.22;33.33
2023-07;PARIS MONTPARNASSE;RENNES;106;804;0;69;45;26;17.65;34.12
2023-07;PARIS MONTPARNASSE;ST PIERRE DES CORPS;65;431;0;44;27;14;25.81;35.48
2023-07;POITIERS;PARIS MONTPARNASSE;98;455;0;35;15;9;25.61;8.54
2023-07;RENNES;LYON PART DIEU;239;97;0;8;2;0;37.5;50.0
2023-07;RENNES;PARIS MONTPARNASSE;105;795;0;70;47;25;28.89;18.89
2023-07;TOULON;PARIS LYON;239;360;0;66;27;11;16.67;12.12
2023-07;ANGERS SAINT LAUD;PARIS MONTPARNASSE;97;527;1;77;53;22;27.62;12.38
2023-07;ANNECY;PARIS LYON;224;130;0;20;10;3;35.0;10.0
2023-07;AVIGNON TGV;PARIS LYON;162;529;0;75;34;10;11.11;15.74
2023-07;DUNKERQUE;PARIS NORD;130;157;0;12;4;2;33.33;46.67
2023-07;LYON PART DIEU;MONTPELLIER;117;247;1;52;24;14;36.21;6.9
2023-07;MACON LOCHE;PARIS LYON;92;224;0;45;27;8;25.86;15.52
2023-07;MARSEILLE ST CHARLES;TOURCOING;288;31;0;5;3;1;0.0;0.0
2023-07;NANCY;PARIS EST;96;268;0;16;14;4;24.24;9.09
2023-07;NICE VILLE;PARIS LYON;347;309;0;53;20;7;20.75;9.43
2023-07;PARIS EST;REIMS;46;204;0;10;6;3;0.0;36.36
2023-07;PARIS LYON;NIMES;181;237;3;48;19;4;32.0;28.0
2023-07;PARIS LYON;TOULON;233;362;0;66;36;17;21.54;23.08
2023-07;PARIS MONTPARNASSE;ANGOULEME;127;279;0;29;14;10;26.19;28.57
2023-07;PARIS MONTPARNASSE;LA ROCHELLE VILLE;181;223;0;28;15;10;12.9;38.71
2023-07;PARIS MONTPARNASSE;ST MALO;160;114;0;14;6;3;26.67;20.0
2023-07;PARIS NORD;ARRAS;48;475;1;20;9;5;7.5;15.0
2023-07;PARIS NORD;DOUAI;68;128;2;8;2;0;11.11;22.22
2023-07;PARIS NORD;DUNKERQUE;128;171;2;16;8;2;5.26;26.32
2023-07;TOURS;PARIS MONTPARNASSE;78;136;1;7;4;3;53.85;0.0
2023-07;BESANCON FRANCHE COMTE TGV;PARIS LYON;132;170;2;16;9;7;23.53;17.65
2023-07;DIJON VILLE;PARIS LYON;98;406;4;29;14;9;22.22;11.11
2023-07;GRENOBLE;PARIS LYON;179;159;0;16;7;1;12.5;12.5
2023-07;LA ROCHELLE VILLE;PARIS MONTPARNASSE;173;215;0;19;8;4;28.0;12.0
2023-07;MARNE LA VALLEE;MARSEILLE ST CHARLES;213;282;0;59;34;8;20.34;30.51
2023-07;MARSEILLE ST CHARLES;LILLE;285;227;1;75;29;9;16.0;20.0
2023-07;MARSEILLE ST CHARLES;PARIS LYON;195;572;0;86;37;13;17.44;13.95
2023-07;NANTES;STRASBOURG;314;62;0;5;5;5;25.0;25.0
2023-07;PARIS EST;NANCY;97;279;0;25;13;7;9.38;37.5
2023-07;PARIS LYON;ANNECY;224;131;0;26;13;5;26.92;38.46
2023-07;PARIS LYON;BELLEGARDE (AIN);163;244;2;32;12;4;15.79;28.95
2023-07;PARIS LYON;CHAMBERY CHALLES LES EAUX;170;235;2;41;24;8;19.57;36.96
2023-07;PARIS LYON;GRENOBLE;179;171;0;21;14;3;26.09;52.17
2023-07;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;77;201;0;14;2;0;23.33;40.0
2023-07;PARIS LYON;MACON LOCHE;92;250;1;34;16;4;23.81;35.71
2023-07;PARIS LYON;MARSEILLE ST CHARLES;196;556;0;84;39;12;21.43;29.76
2023-07;PARIS LYON;NICE VILLE;343;306;0;69;39;13;17.39;21.74
2023-07;PARIS MONTPARNASSE;ANGERS SAINT LAUD;96;526;2;65;43;25;19.59;27.84
2023-07;PARIS MONTPARNASSE;TOURS;77;138;0;15;12;5;30.43;30.43
2023-07;PARIS MONTPARNASSE;VANNES;164;287;0;40;33;19;35.42;29.17
2023-07;PARIS NORD;LILLE;66;590;2;30;15;3;14.06;15.62
2023-07;REIMS;PARIS EST;46;208;0;8;6;3;16.67;16.67
2023-07;STRASBOURG;PARIS EST;116;553;2;104;49;13;8.11;18.24
2023-07;TOULOUSE MATABIAU;PARIS MONTPARNASSE;270;206;0;35;26;14;28.57;17.14
2023-07;TOURCOING;BORDEAUX ST JEAN;304;29;0;1;1;0;0.0;0.0
2023-07;VALENCE ALIXAN TGV;PARIS LYON;133;475;0;85;38;14;16.81;26.55
2023-07;VANNES;PARIS MONTPARNASSE;170;298;0;34;22;12;25.58;11.63
2023-07;BREST;PARIS MONTPARNASSE;238;273;0;22;14;7;45.45;27.27
2023-07;DOUAI;PARIS NORD;75;163;0;11;6;3;21.43;25.0
2023-07;LILLE;LYON PART DIEU;181;384;0;66;43;10;24.36;33.33
2023-07;MULHOUSE VILLE;PARIS LYON;169;324;3;25;13;6;17.65;14.71
2023-07;PARIS EST;METZ;85;262;0;25;14;8;4.76;38.1
2023-07;PARIS LYON;MONTPELLIER;214;250;2;50;31;7;38.0;26.0
2023-07;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;171;119;3;4;2;0;28.57;28.57
2023-07;PARIS MONTPARNASSE;LAVAL;85;336;1;30;18;10;10.87;36.96
2023-07;PARIS MONTPARNASSE;LE MANS;69;496;25;36;22;17;21.05;52.63
2023-07;PARIS MONTPARNASSE;QUIMPER;236;274;3;37;27;12;43.24;21.62
2023-07;PARIS MONTPARNASSE;TOULOUSE MATABIAU;268;213;0;31;20;10;32.26;22.58
2023-07;ST PIERRE DES CORPS;PARIS MONTPARNASSE;65;444;1;25;14;8;32.65;8.16
2023-08;ANNECY;PARIS LYON;224;126;0;23;8;4;30.43;17.39
2023-08;BELLEGARDE (AIN);PARIS LYON;163;242;1;26;10;2;38.46;17.95
2023-08;BORDEAUX ST JEAN;TOURCOING;337;28;0;2;2;2;50.0;0.0
2023-08;LYON PART DIEU;MARSEILLE ST CHARLES;109;571;0;98;44;18;14.29;16.54
2023-08;LYON PART DIEU;RENNES;237;93;0;12;4;1;41.67;25.0
2023-08;MARSEILLE ST CHARLES;LYON PART DIEU;106;542;2;87;34;17;6.92;16.92
2023-08;MARSEILLE ST CHARLES;PARIS LYON;195;580;0;106;59;27;24.53;21.7
2023-08;NANCY;PARIS EST;96;270;0;20;10;5;35.48;16.13
2023-08;NANTES;PARIS MONTPARNASSE;135;607;0;53;23;8;30.88;7.35
2023-08;NANTES;STRASBOURG;315;67;0;7;5;3;14.29;14.29
2023-08;PARIS EST;METZ;85;254;0;22;14;7;29.41;20.59
2023-08;PARIS LYON;ANNECY;225;124;0;17;10;4;35.29;41.18
2023-08;PARIS LYON;AVIGNON TGV;160;615;0;72;40;14;25.74;30.69
2023-08;PARIS LYON;GRENOBLE;179;160;0;22;14;4;37.04;25.93
2023-08;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;77;220;0;13;8;1;14.81;29.63
2023-08;PARIS LYON;MARSEILLE ST CHARLES;196;572;0;72;45;13;29.17;25.0
2023-08;PARIS LYON;NICE VILLE;342;319;0;69;40;17;30.43;17.39
